chr1	3661578	3661579	XKR4:NM_001011874	0.0	-
chr1	4350472	4350473	RP1:NM_011283	0.0	-
chr1	4486493	4486494	SOX17:NM_011441	0.0	-
chr1	4775806	4775807	MRPL15:NM_025300:NM_001177658:NR_033530	0.0	-
chr1	4797973	4797974	LYPLA1:NM_008866	0.0	+
chr1	4847774	4847775	TCEA1:NM_001159750:NM_011541:NM_001159751	0.0	+
chr1	5009459	5009460	RGS20:NM_021374	0.0	-
chr1	5073253	5073254	ATP6V1H:NM_133826	0.0	+
chr1	5578573	5578574	OPRK1:NM_011011	0.0	+
chr1	5907478	5907479	NPBWR1:NM_010342	0.0	-
chr1	6204742	6204743	RB1CC1:NM_009826	0.0	+
chr1	6720131	6720132	ST18:NM_173868	0.0	+
chr1	7079000	7079001	PCMTD1:NM_183028	0.0	+
chr1	9289810	9289811	SNTG1:NM_027671	0.0	-
chr1	9535488	9535489	RRS1:NM_021511	0.0	+
chr1	9538126	9538127	ADHFE1:NM_175236:NR_027664	0.0	+
chr1	9621172	9621173	AC103620.1:NR_015470	0.0	-
chr1	9591347	9591348	3110035E14RIK:NM_178399	0.0	+
chr1	9690289	9690290	MYBL1:NM_008651	0.0	-
chr1	9738462	9738463	VCPIP1:NM_173443	0.0	-
chr1	9788210	9788211	SGK3:NM_133220:NM_177547:NM_001037759	0.0	+
chr1	9898718	9898719	6030422M02RIK:NM_177722	0.0	+
chr1	9934198	9934199	AC102570.3:NR_024067	0.0	-
chr1	9932623	9932624	SNORD87:NR_004410	0.0	-
chr1	9999210	9999211	LRRC67:NM_145692:NM_027033	0.0	-
chr1	10027978	10027979	COPS5:NM_013715	0.0	-
chr1	10028298	10028299	CSPP1:NM_026493	0.0	+
chr1	10222750	10222751	ARFGEF1:NM_001102430	0.0	-
chr1	10710023	10710024	CPA6:NM_177834	0.0	-
chr1	10983545	10983546	PREX2:NM_029525:NM_001033636	0.0	+
chr1	11404192	11404193	A830018L16RIK:NM_001160371:NM_001160370:NM_177173:NM_001160369	0.0	+
chr1	12708625	12708626	SULF1:NM_172294	0.0	+
chr1	12981215	12981216	SLCO5A1:NM_172841	0.0	-
chr1	13117243	13117244	PRDM14:NM_001081209	0.0	-
chr1	13364163	13364164	NCOA2:NM_008678:NM_001077695	0.0	-
chr1	13579944	13579945	TRAM1:NM_028173	0.0	-
chr1	13650589	13650590	LACTB2:NM_145381	0.0	-
chr1	13658851	13658852	XKR9:NM_001011873	0.0	+
chr1	13777009	13777010	GM5138:NR_004447	0.0	-
chr1	14300279	14300280	EYA1:NM_010164	0.0	-
chr1	14746046	14746047	MSC:NM_010827	0.0	-
chr1	14908942	14908943	TRPA1:NM_177781	0.0	-
chr1	15302532	15302533	NM_001098528:NM_001098528	0.0	+
chr1	15795738	15795739	TERF1:NM_009352	0.0	+
chr1	15882802	15882803	GM106:NM_001033288	0.0	-
chr1	16094513	16094514	RPL7:NM_011291	0.0	-
chr1	16095962	16095963	RDH10:NM_133832	0.0	+
chr1	16509382	16509383	STAU2:NM_025303:NM_001111272	0.0	-
chr1	16609366	16609367	UBE2W:NM_025773	0.0	-
chr1	16646945	16646946	TCEB1:NM_026456	0.0	-
chr1	16655271	16655272	TMEM70:NM_027415:NM_026392	0.0	+
chr1	16678536	16678537	LY96:NM_016923:NM_001159711	0.0	+
chr1	17087878	17087879	JPH1:NM_020604	0.0	-
chr1	17135453	17135454	GDAP1:NM_010267	0.0	+
chr1	17591981	17591982	PI15:NM_053191	0.0	+
chr1	17717497	17717498	CRISPLD1:NM_031402	0.0	+
chr1	18127131	18127132	CRISP4:NM_030033	0.0	-
chr1	18213644	18213645	DEFB44:NR_002879	0.0	-
chr1	18227523	18227524	DEFB18:NM_001039123	0.0	-
chr1	18255218	18255219	DEFB41:NM_183124:NM_001040027	0.0	-
chr1	19093102	19093103	TCFAP2D:NM_153154	0.0	+
chr1	19198994	19198995	TCFAP2B:NM_009334:NM_001025305	0.0	+
chr1	20608137	20608138	PKHD1:NM_153179	0.0	-
chr1	20669090	20669091	MMU-MIR-206:NR_029593	0.0	+
chr1	20672849	20672850	MMU-MIR-133B:NR_029902	0.0	+
chr1	20720985	20720986	IL17A:NM_010552	0.0	+
chr1	20774350	20774351	IL17F:NM_145856	0.0	-
chr1	20810293	20810294	MCM3:NM_008563	0.0	-
chr1	20880702	20880703	PAQR8:NM_028829	0.0	+
chr1	20941706	20941707	EFHC1:NM_027974	0.0	+
chr1	21069305	21069306	TRAM2:NM_133252:NM_177409	0.0	-
chr1	21208711	21208712	TMEM14A:NM_029398	0.0	+
chr1	21230669	21230670	GSTA3:NM_001077353:NM_010356	0.0	+
chr1	21288392	21288393	AC101743.4:NR_002858	0.0	-
chr1	21339757	21339758	KHDC1A:NM_183322	0.0	+
chr1	21358411	21358412	KHDC1C:NM_001033904	0.0	+
chr1	21373636	21373637	KHDC1B:NM_001113187	0.0	+
chr1	21952022	21952023	KCNQ5:NM_023872:NM_001160139	0.0	-
chr1	22812562	22812563	NM_053270:NM_053270:NM_183018:NM_001012623:NM_001012625:NM_001012624	0.0	-
chr1	23109091	23109092	4933415F23RIK:NM_025746	0.0	-
chr1	23279107	23279108	MMU-MIR-30A:NR_029533	0.0	+
chr1	23298539	23298540	MMU-MIR-30C-2:NR_029717	0.0	+
chr1	23390013	23390014	OGFRL1:NM_001081079	0.0	-
chr1	23768764	23768765	B3GAT2:NM_172124	0.0	+
chr1	23929127	23929128	SMAP1:NM_028534	0.0	-
chr1	24012478	24012479	1110058L19RIK:NM_026503	0.0	-
chr1	24107179	24107180	FAM135A:NM_026604	0.0	-
chr1	24184448	24184449	COL9A1:NM_007740	0.0	+
chr1	24594275	24594276	COL19A1:NM_007733	0.0	-
chr1	24685382	24685383	LMBRD1:NM_026719	0.0	+
chr1	25886551	25886552	BAI3:NM_175642	0.0	-
chr1	26744304	26744305	4931408C20RIK:NM_001033764	0.0	-
chr1	28837096	28837097	AC121566.2:NM_001013750	0.0	-
chr1	30920100	30920101	PHF3:NM_001081080	0.0	-
chr1	31006599	31006600	PTP4A1:NM_011200	0.0	-
chr1	31006554	31006555	RP23-207B21.1:NR_002688	0.0	-
chr1	31279500	31279501	4931428L18RIK:NM_027637:NR_033445	0.0	-
chr1	31233279	31233280	LGSN:NM_153601	0.0	+
chr1	31279683	31279684	4930521A18RIK:NM_029062	0.0	+
chr1	31321691	31321692	NR_015347:NR_015347	0.0	+
chr1	32229650	32229651	KHDRBS2:NM_133235	0.0	+
chr1	32604137	32604138	AC122027.1:NM_001164286	0.0	-
chr1	33726602	33726603	PRIM2:NM_008922	0.0	-
chr1	33726668	33726669	1700001G17RIK:NR_033199	0.0	+
chr1	33776740	33776741	RAB23:NM_008999:NM_001159729	0.0	+
chr1	33814594	33814595	BAG2:NM_145392	0.0	-
chr1	33871271	33871272	ZFP451:NM_133817	0.0	-
chr1	33895758	33895759	RBM10:NM_001161816	0.0	-
chr1	33964465	33964466	BEND6:NM_177235	0.0	-
chr1	34068669	34068670	DST:NM_133833:NM_134448	0.0	+
chr1	34496516	34496517	CCDC115:NM_027159	0.0	-
chr1	34496673	34496674	IMP4:NM_178601	0.0	+
chr1	34516590	34516591	PTPN18:NM_011206	0.0	+
chr1	34555274	34555275	PRSS39:NM_009355	0.0	+
chr1	34592492	34592493	CFC1:NM_007685	0.0	+
chr1	34617787	34617788	TESP2:NM_009356	0.0	-
chr1	34636537	34636538	FAM123C:NM_213727	0.0	+
chr1	34858566	34858567	ARHGEF4:NM_183019	0.0	+
chr1	34899894	34899895	FAM168B:NM_001160236:NM_174997:NM_001160235	0.0	-
chr1	34906803	34906804	PLEKHB2:NM_145516	0.0	+
chr1	36125244	36125245	HS6ST1:NM_015818	0.0	+
chr1	36301146	36301147	UGGT1:NM_198899	0.0	-
chr1	36330269	36330270	NEURL3:NM_153408	0.0	-
chr1	36364577	36364578	ARID5A:NM_145996:NM_001172206:NM_001172205:NR_033310	0.0	+
chr1	36426025	36426026	4632411B12RIK:NM_172652	0.0	-
chr1	36502083	36502084	LMAN2L:NM_001013374	0.0	-
chr1	36528441	36528442	CNNM4:NM_033570	0.0	+
chr1	36568720	36568721	CNNM3:NM_053186:NM_001039551	0.0	+
chr1	36592573	36592574	ANKRD23:NM_153502	0.0	-
chr1	36604045	36604046	ANKRD39:NM_026241	0.0	-
chr1	36615225	36615226	SEMA4C:NM_001126047	0.0	-
chr1	36740027	36740028	FAM178B:NM_027957:NM_001126046:NM_201365	0.0	-
chr1	36748331	36748332	COX5B:NM_009942	0.0	+
chr1	36766769	36766770	ACTR1B:NM_146107	0.0	-
chr1	36818705	36818706	ZAP70:NM_009539	0.0	+
chr1	36996371	36996372	TMEM131:NM_018872	0.0	-
chr1	37276105	37276106	CNGA3:NM_009918	0.0	+
chr1	37356737	37356738	INPP4A:NM_030266:NM_172971	0.0	+
chr1	37486894	37486895	6330578E17RIK:NM_198006	0.0	-
chr1	37487016	37487017	UNC50:NM_026123	0.0	+
chr1	37593103	37593104	MGAT4A:NM_173870	0.0	-
chr1	37545449	37545450	NR_024017:NR_024017	0.0	-
chr1	37776655	37776656	2010300C02RIK:NM_028096	0.0	-
chr1	37921923	37921924	TSGA10:NM_207228	0.0	-
chr1	37929050	37929051	LIPT1:NM_001037918	0.0	+
chr1	37947255	37947256	MITD1:NM_026913	0.0	-
chr1	37947397	37947398	MRPL30:NM_027098	0.0	+
chr1	37973337	37973338	LYG2:NM_001033427	0.0	-
chr1	38014603	38014604	LYG1:NM_027111	0.0	-
chr1	38054052	38054053	TXNDC9:NM_172054	0.0	-
chr1	38054854	38054855	EIF5B:NM_198303	0.0	+
chr1	38186506	38186507	REV1:NM_019570	0.0	-
chr1	38721799	38721800	AFF3:NM_010678	0.0	-
chr1	38878059	38878060	LONRF2:NM_001029878	0.0	-
chr1	38955004	38955005	CHST10:NM_145142	0.0	-
chr1	38995993	38995994	NMS:NM_001011684	0.0	+
chr1	39044658	39044659	PDCL3:NM_026850	0.0	+
chr1	39251116	39251117	NPAS2:NM_008719	0.0	+
chr1	39424695	39424696	RPL31:NM_053257	0.0	+
chr1	39535591	39535592	TBC1D8:NM_018775	0.0	-
chr1	39592646	39592647	D1BWG0212E:NM_028043	0.0	+
chr1	39605684	39605685	SNORD89:NR_028555	0.0	-
chr1	39634191	39634192	RNF149:NM_001033135	0.0	-
chr1	39708026	39708027	CREG2:NM_170597	0.0	-
chr1	39777833	39777834	AC119809.2:NM_001145660	0.0	-
chr1	39862176	39862177	NM_001177348:NM_001177348	0.0	-
chr1	39957757	39957758	MAP4K4:NM_008696	0.0	+
chr1	40141612	40141613	IL1R2:NM_010555	0.0	+
chr1	40281924	40281925	IL1R1:NM_008362:NM_001123382	0.0	+
chr1	40381471	40381472	IL1RL2:NM_133193	0.0	+
chr1	40496493	40496494	IL1RL1:NM_010743:NM_001025602	0.0	+
chr1	40522396	40522397	IL18R1:NM_001161842:NM_001161843:NM_008365	0.0	+
chr1	40572206	40572207	IL18RAP:NM_010553	0.0	+
chr1	40637071	40637072	SLC9A4:NM_177084	0.0	+
chr1	40738556	40738557	SLC9A2:NM_001033289	0.0	+
chr1	40847501	40847502	MFSD9:NM_172499	0.0	-
chr1	40862445	40862446	TMEM182:NM_001081198	0.0	+
chr1	42751669	42751670	NR_027826:NR_027826	0.0	-
chr1	42753990	42753991	POU3F3:NM_008900	0.0	+
chr1	42757180	42757181	NR_027891:NR_027891	0.0	+
chr1	42908077	42908078	MRPS9:NM_023514	0.0	+
chr1	43009716	43009717	GPR45:NM_053107	0.0	+
chr1	43155466	43155467	TGFBRAP1:NM_001013025	0.0	-
chr1	43155554	43155555	AI597479:NM_133818	0.0	+
chr1	43220805	43220806	FHL2:NM_010212	0.0	-
chr1	43502595	43502596	NCK2:NM_010879	0.0	+
chr1	43787446	43787447	1500015O10RIK:NM_024283	0.0	+
chr1	43884552	43884553	UXS1:NM_026430	0.0	-
chr1	43990851	43990852	TPP2:NM_009418	0.0	+
chr1	44076850	44076851	A530098C11RIK:NM_001013799	0.0	-
chr1	44159232	44159233	1700029F09RIK:NM_029368	0.0	-
chr1	44175617	44175618	KDELC1:NM_023645	0.0	-
chr1	44176812	44176813	BIVM:NM_144558	0.0	+
chr1	44204588	44204589	ERCC5:NM_011729	0.0	+
chr1	44275775	44275776	4832428D23RIK:NM_207281	0.0	-
chr1	44608515	44608516	GULP1:NM_028450	0.0	+
chr1	45368382	45368383	COL3A1:NM_009930	0.0	+
chr1	45560126	45560127	COL5A2:NM_007737	0.0	-
chr1	45852345	45852346	WDR75:NM_028599	0.0	+
chr1	45982438	45982439	SLC40A1:NM_016917	0.0	-
chr1	46069107	46069108	NM_001177356:NM_001177356	0.0	-
chr1	46123582	46123583	DNAHC7A:NM_001160386	0.0	+
chr1	46910353	46910354	SLC39A10:NM_172653	0.0	-
chr1	50984366	50984367	TMEFF2:NM_019790	0.0	+
chr1	51345969	51345970	SDPR:NM_138741	0.0	+
chr1	51535242	51535243	OBFC2A:NM_028696	0.0	-
chr1	51972817	51972818	MYO1B:NM_010863:NM_001161817	0.0	-
chr1	52065087	52065088	STAT4:NM_011487	0.0	+
chr1	52176281	52176282	STAT1:NM_009283	0.0	+
chr1	52290075	52290076	GLS:NM_001081081:NM_001113383	0.0	-
chr1	52557291	52557292	NAB1:NM_008667	0.0	-
chr1	52687548	52687549	TMEM194B:NR_024590:NM_001142647	0.0	+
chr1	52784161	52784162	MFSD6:NM_133829:NM_178081	0.0	-
chr1	52874531	52874532	INPP1:NM_008384	0.0	-
chr1	52901889	52901890	HIBCH:NM_146108	0.0	+
chr1	53009683	53009684	1700019D03RIK:NM_144953	0.0	-
chr1	53118506	53118507	MSTN:NM_010834	0.0	+
chr1	53244460	53244461	1700019A02RIK:NM_027070	0.0	-
chr1	53353839	53353840	PMS1:NM_153556	0.0	-
chr1	53353938	53353939	ORMDL1:NM_145517	0.0	+
chr1	53370506	53370507	OSGEPL1:NM_028091	0.0	+
chr1	53409542	53409543	ASNSD1:NM_133728	0.0	-
chr1	53842058	53842059	STK17B:NM_133810	0.0	-
chr1	54251877	54251878	HECW2:NM_001001883:NM_172655	0.0	-
chr1	54307526	54307527	CCDC150:NM_030025	0.0	+
chr1	54495814	54495815	GTF3C3:NM_001033194	0.0	-
chr1	54614525	54614526	PGAP1:NM_001163314	0.0	-
chr1	54983230	54983231	ANKRD44:NM_001081433:NM_177835	0.0	-
chr1	55084321	55084322	SF3B1:NM_031179	0.0	-
chr1	55109613	55109614	COQ10B:NM_001039710:NM_026424	0.0	+
chr1	55144775	55144776	HSPD1:NM_010477	0.0	-
chr1	55144991	55144992	HSPE1:NM_008303	0.0	+
chr1	55188088	55188089	MOBKL3:NM_025283	0.0	+
chr1	55283625	55283626	RFTN2:NM_028713	0.0	-
chr1	55283094	55283095	NM_001177363:NM_001177363	0.0	+
chr1	55294020	55294021	MARS2:NM_175439	0.0	+
chr1	55420312	55420313	BOLL:NM_001113367:NM_029267	0.0	-
chr1	55462789	55462790	PLCL1:NM_001114663	0.0	+
